Nº,Project,TestClassName,No. Methods,Vocabulary,Word,Strings,Numeric Literals,Comments,Special,Non Whithe Characters,No. Method Invoctions,No. Field Access,No. Primitives,AST size,Max Depth,Avg Depth,Avg Depth Squared,Avg Depth Triple,Deg2,Deg3,DegPerm,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Break,No. Continue,No. Conditions,No. Else,No. &&,No. ||,No. Ternary,Bad API,Junit,Hamcrest,Mockito
1112,RxJava,MaybeEqualSingle,14,54,214,19,5,133,376,2554,24,9,13,276,16,4.742753623188406,18.568840579710145,122.17753623188406,1980,14696,-647120590,37,308,1,1,0,0,0,4,3,2,0,0,0,0,0,0
1113,RxJava,FlowableOnBackpressureDropTest,23,84,284,0,31,0,551,3345,73,0,24,611,14,3.0147299509001635,14.484451718494272,110.00327332242226,2424,13420,-358577436,33,440,0,0,2,1,0,1,0,0,0,0,0,1,0,0
1114,RxJava,SchedulerTest,37,90,454,0,70,0,892,6031,89,0,41,1093,19,2.849954254345837,15.508691674290942,140.3778591033852,4069,23683,154010945,35,763,2,0,2,0,0,0,0,0,0,0,0,1,0,0
1115,RxJava,SingleUsing,9,56,247,77,1,0,433,2839,33,9,12,401,16,3.975062344139651,18.85286783042394,148.67830423940148,2085,15325,-170060086,33,350,7,7,0,0,0,10,2,0,0,0,0,0,0,0
1116,RxJava,WindowBoundaryTckTest,1,23,28,21,1,0,57,348,9,0,1,31,11,4.838709677419355,21.677419354838708,153.67741935483872,184,730,5264,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,RxJava,MulticastSubscription,6,32,83,0,2,0,170,876,12,2,10,132,13,3.984848484848485,16.484848484848484,105.98484848484848,738,5550,2004190642,28,126,0,0,1,2,0,8,0,0,1,0,0,0,0,0
1118,RxJava,EmptyIntQS,6,15,21,0,2,0,41,382,0,0,8,12,5,10.5,23,65,376,2656,39923833,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,RxJava,SubscriptionArbiterTest,9,45,216,54,13,0,374,2505,49,0,9,448,10,2.4151785714285716,7.950892857142857,36.54017857142857,1592,8352,519013804,22,347,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1120,RxJava,SingleResumeNext,8,38,118,43,1,0,199,1618,12,4,7,127,12,6.086614173228346,23.771653543307085,134.0236220472441,1108,7682,2007821884,28,159,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1121,RxJava,FlowableTimerTest,23,120,595,0,99,0,1091,6481,175,0,24,1284,21,2.411993769470405,10.644080996884735,89.60358255451713,5955,62177,1025549757,36,962,3,1,3,0,0,1,0,0,0,0,0,1,0,0
1122,RxJava,AbstractFlowableWithUpstream,2,10,27,14,0,315,77,613,1,1,0,14,7,8.714285714285714,24.142857142857142,92.71428571428571,243,1551,3629755,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,RxJava,CompletableDoOnEvent,6,24,74,0,0,0,107,915,9,3,4,96,12,4.520833333333333,18.041666666666668,110.95833333333333,608,2890,405915,23,100,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1124,RxJava,BlockingObservableToIteratorTest,9,56,162,84,4,0,343,2049,48,0,9,345,15,3.008695652173913,14.388405797101449,110.93913043478261,1134,4630,730096,30,254,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1125,RxJava,OnCompletedAction,2,8,21,0,0,0,32,326,2,2,1,25,8,5.16,17.88,85.32,163,681,5259,17,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,RxJava,AtomicThrowableTest,1,9,15,0,0,0,29,190,6,0,1,27,8,3.111111111111111,11.703703703703704,60.22222222222222,89,287,191,13,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1127,RxJava,BlockingObservableMostRecentTest,6,54,183,120,12,0,387,1908,68,0,7,374,11,2.4893048128342246,8.633689839572192,44.48930481283423,1375,7653,2004397382,32,300,2,2,2,0,0,0,0,0,0,0,0,1,0,0
1128,RxJava,FlowableScan,9,41,145,40,0,0,226,1425,15,5,9,184,13,4.266304347826087,15.375,88.82065217391305,1296,9702,-898065435,30,193,1,1,0,0,0,5,1,0,0,0,0,0,0,0
1129,RxJava,FlowableSwitchMapMaybe,19,83,366,77,5,314,726,4786,51,16,30,592,16,3.8057432432432434,14.552364864864865,89.35641891891892,3850,47330,1792563931,41,544,1,1,3,4,0,19,2,2,3,0,0,0,0,0
1130,RxJava,OtherMaybeObserver,5,19,47,0,0,0,66,533,4,2,4,37,7,6.5675675675675675,19.216216216216218,73.54054054054055,441,2897,479004077,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,RxJava,FlowableConcatMapMaybeEmptyPerf,7,49,123,42,5,0,208,1456,12,0,2,186,15,3.9731182795698925,18.317204301075268,138.26344086021504,1060,7450,2004212816,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,RxJava,BufferSupplier,1,4,5,0,0,0,9,50,0,0,0,0,5,0,0,0,20,46,18,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,RxJava,ZipWithTckTest,2,16,31,0,1,0,47,326,3,0,4,53,12,3.30188679245283,15.60377358490566,121.94339622641509,249,1209,41335,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,RxJava,ScheduledRunnableTest,34,83,637,79,28,0,1209,7213,133,0,41,1426,18,2.6388499298737726,12.523842917251052,98.12552594670407,4782,27660,-482627999,32,989,2,1,11,1,0,5,0,0,0,0,0,1,0,0
1135,RxJava,BufferExactBoundarySubscriber,11,64,189,50,0,0,337,1974,28,4,11,320,10,3.246875,10.565625,49.540625,1964,22730,-1853504693,33,277,2,2,0,0,0,8,0,0,0,0,0,0,0,0
1136,RxJava,NotificationLiteTest,2,28,46,0,0,0,77,498,15,0,2,84,9,2.5833333333333335,9.154761904761905,46.083333333333336,268,944,1165,14,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1137,RxJava,ContainsMaybeObserver,7,25,74,0,0,0,108,891,8,5,6,92,9,4.282608695652174,14.217391304347826,65.84782608695652,685,5063,2004312848,22,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1138,RxJava,SampleTimedNoLast,3,17,25,0,1,0,42,333,2,0,4,15,7,8.8,25.866666666666667,103.6,248,1404,363957,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,RxJava,FlowableReduceMaybe,11,51,163,30,0,105,270,1747,15,6,8,198,13,4.545454545454546,16.414141414141415,93.3030303030303,1523,12541,1105881365,33,221,1,1,0,0,0,6,2,0,0,0,0,0,0,0
1140,RxJava,MaybeTimerTest,2,21,41,0,6,0,73,505,11,0,2,92,12,2.5217391304347827,11.08695652173913,78.6304347826087,332,1558,45794,18,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1141,RxJava,SingleFlatMapFlowableTckTest,2,18,27,0,2,0,45,331,4,0,2,47,13,3.851063829787234,21.085106382978722,184.61702127659575,214,940,5999,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,RxJava,HideMaybeObserver,7,20,57,0,0,0,91,683,7,3,6,61,9,5.081967213114754,16.721311475409838,77.18032786885246,590,4802,2004312745,22,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1143,RxJava,WindowExactBoundedSubscriber,11,90,428,182,17,0,827,4849,79,10,33,890,19,2.852808988764045,12.275280898876405,96.83033707865168,3863,37477,-722140803,38,658,0,0,2,2,1,33,11,1,2,0,0,0,0,0
1144,RxJava,ObservableBufferBoundarySupplier,16,71,341,136,0,0,586,3808,45,8,14,538,13,3.537174721189591,12.135687732342008,61.886617100371744,3116,26812,-1166871127,32,474,4,4,0,0,0,12,0,0,0,0,0,0,0,0
1145,RxJava,FlowableConcatMapEagerTest,124,230,2373,570,374,0,4629,25962,667,0,103,5252,24,2.7541888804265042,15.33035034272658,152.81359482102056,24955,502733,-667797206,48,3804,5,2,6,0,0,3,1,0,0,1,0,1,0,0
1146,RxJava,TooManyEmptyNewLines,5,57,162,170,12,56,411,1763,43,0,11,383,25,2.93733681462141,20.62924281984334,300.93211488250654,1255,6373,1278990018,38,276,1,0,6,2,0,9,2,1,0,0,0,0,0,0
1147,RxJava,JoinSubscriptionBase,9,43,104,11,5,0,189,1216,8,2,16,161,11,4.111801242236025,15.093167701863354,82.07453416149069,1159,12749,-522713274,37,155,0,0,3,0,0,3,0,0,0,0,0,0,0,0
1148,RxJava,AsyncObserver,5,19,45,17,1,115,99,591,7,1,4,49,9,5.244897959183674,17.408163265306122,81.65306122448979,452,3240,1932055363,26,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1149,RxJava,QueueSubscription,0,11,24,0,0,1694,224,1767,0,0,3,0,4,0,0,0,44,228,733,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,RxJava,Builder,3,10,28,0,0,0,41,243,1,2,0,27,8,6.37037037037037,21.333333333333332,98.14814814814815,254,1452,3629070,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,RxJava,ObservableDelaySubscriptionOtherTest,14,75,348,202,24,0,674,4286,108,0,13,777,19,2.572715572715573,13.234234234234235,119.92406692406692,2929,19451,417609904,28,531,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1152,RxJava,BlockingObservableNext,12,58,180,34,4,224,381,2564,24,3,10,278,13,4.068345323741007,15.097122302158274,86.64388489208633,1663,11593,230439488,35,267,1,1,1,0,0,9,1,1,2,0,0,0,0,0
1153,RxJava,PublishDisposable,6,22,54,0,1,324,141,973,10,2,6,66,8,5.212121212121212,17.939393939393938,83.48484848484848,623,5387,2004190170,27,78,0,0,0,0,0,4,1,0,0,0,0,0,0,0
1154,RxJava,FlowableMergeWithSingleTest,33,93,564,0,112,0,1130,6092,165,0,36,1344,18,2.736607142857143,14.607142857142858,129.08035714285714,4804,28814,-518449077,27,929,2,0,4,0,0,5,0,0,0,0,0,1,0,0
1155,RxJava,ListCompositeDisposable,11,33,187,128,2,66,424,2449,25,4,9,426,17,3.2347417840375585,17.586854460093896,162.8544600938967,1610,10750,109645466,36,291,1,1,5,0,0,18,0,0,1,0,0,0,0,0
1156,RxJava,NextSubscriber,5,30,62,0,4,0,118,736,10,0,4,80,12,4.725,18.25,111.9,521,2975,479003535,25,90,0,0,1,0,0,2,0,1,1,0,0,0,0,0
1157,RxJava,FlowableMergeMaxConcurrentTest,16,104,637,219,70,0,1276,6521,148,2,42,1446,16,2.4688796680497926,9.774550484094053,61.34854771784232,5028,28722,-601975391,39,1016,0,0,20,1,0,3,0,0,0,0,0,1,0,0
1158,RxJava,FlowableSubscribeOn,13,57,213,0,5,141,349,2530,28,13,21,298,15,4.023489932885906,15.197986577181208,96.31879194630872,2160,22204,2116145123,31,311,0,0,0,0,0,7,2,0,1,0,0,0,0,0
1159,RxJava,ObservableForEachTest,16,66,222,30,26,0,435,2639,51,0,15,536,15,2.7593283582089554,14.244402985074627,118.28171641791045,1844,8608,453312,29,348,3,0,0,0,0,0,0,0,0,0,0,1,0,0
1160,RxJava,NotificationOnError,2,11,26,0,0,0,38,333,2,1,1,18,8,8.666666666666666,32.22222222222222,162,212,1092,45472,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,RxJava,HideSingleObserver,6,18,50,0,0,0,79,596,6,3,5,50,9,5.48,18.08,84.32,517,4011,1278947869,21,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1162,RxJava,FlowableSwitchMapMaybeTest,56,111,969,56,82,0,1830,10665,233,0,40,2319,22,2.827511858559724,16.35058214747736,159.72013799051317,7875,52265,2062850209,32,1447,4,0,4,0,0,11,1,0,1,0,0,1,0,0
1163,RxJava,BufferedTimedReplayCallable,2,15,44,0,0,0,54,532,1,5,4,40,7,5.725,15.025,52.675,466,3044,479007853,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,RxJava,FlowableFromIterable,18,65,403,175,10,0,887,4542,58,8,31,846,15,3.243498817966903,13.484633569739954,87.64066193853428,3504,21036,-367841572,38,584,10,10,6,0,0,37,7,0,1,0,0,0,0,0
1165,RxJava,ParallelReduceFullTest,14,50,227,13,10,0,408,2365,52,0,7,507,17,3.136094674556213,20.366863905325445,210.10650887573965,1656,7742,647821,27,336,3,0,1,0,0,2,0,0,0,0,0,1,0,0
1166,RxJava,MaybeErrorCallable,2,21,40,89,0,65,77,620,6,1,1,52,10,4.384615384615385,16.615384615384617,91.26923076923077,294,1406,363803,26,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1167,RxJava,SingleContains,6,30,85,0,0,0,115,938,7,4,5,84,10,5.511904761904762,18.25,86.6547619047619,709,3763,39961085,24,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,RxJava,SingleDoOnTest,41,89,449,112,62,0,1019,5798,111,0,49,1187,18,3.2518955349620895,21.31592249368155,213.45408593091827,4203,26035,-522555770,33,783,3,0,0,0,0,0,0,0,0,0,0,1,0,0
1169,RxJava,TimerSubscriber,5,31,52,38,2,0,100,805,9,1,7,73,12,4.698630136986301,19.301369863013697,123.38356164383562,548,3970,1278946712,26,80,0,0,0,0,0,3,1,0,0,0,0,0,0,0
1170,RxJava,Resource,2,4,4,0,0,0,8,56,0,0,1,0,4,0,0,0,18,44,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,RxJava,WindowSkipSubscriber,14,81,342,94,8,0,658,3469,58,11,27,666,18,3.1321321321321323,12.792792792792794,89.67267267267268,3095,30493,-1375628030,39,502,0,0,6,2,1,23,6,2,1,0,0,0,0,0
1172,RxJava,FlowableConcatMap,37,106,749,112,30,0,1431,8338,123,17,63,1294,24,3.633693972179289,17.31839258114374,165.79134466769708,6964,61846,-1358168173,43,1113,6,6,2,2,4,48,11,6,0,0,0,0,0,0
1173,RxJava,MaybeToObservable,10,32,90,0,1,359,183,1424,8,3,7,73,10,6.739726027397261,22.08219178082192,104.13698630136986,943,7391,-1083924509,28,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1174,RxJava,CallablePublisher,2,13,19,0,0,0,30,271,1,0,1,14,8,8.357142857142858,30.357142857142858,150.64285714285714,172,890,6555,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,RxJava,MaybeFlatMapBiSelectorTest,32,51,372,8,28,0,685,4059,67,0,15,899,18,2.9655172413793105,17.39265850945495,164.58509454949944,3096,16332,2004620700,28,546,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1176,RxJava,ObservableRetryBiPredicate,8,44,136,0,4,48,240,1698,14,5,10,175,13,4.828571428571428,18.28,107.61714285714285,1279,9589,-898065412,34,186,1,1,1,1,0,4,0,0,0,0,0,0,0,0
1177,RxJava,FlowableConversionTest,32,105,443,160,6,0,778,5014,55,4,14,808,24,3.8254950495049505,23.082920792079207,260.1769801980198,3395,16359,2008340395,43,595,5,5,1,0,0,2,1,0,0,0,0,1,0,0
1178,RxJava,BaseConcatMapSubscriber,7,51,131,24,2,0,234,1625,14,7,16,212,13,4.0424528301886795,15.533018867924529,95.31603773584905,1736,27564,-1241500659,33,206,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1179,RxJava,FlowableToFutureTest,18,83,402,80,18,0,709,4454,114,0,18,883,13,2.3386183465458665,8.349943374858437,45.099660249150624,3055,16381,131425959,26,602,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1180,RxJava,FlowableConcatWithMaybe,9,40,109,0,1,255,194,1551,8,3,9,116,11,5.4655172413793105,19.03448275862069,97.37931034482759,1080,8480,-284888814,33,146,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1181,RxJava,UnicastSubjectTest,38,121,717,38,47,0,1320,7869,199,0,42,1543,16,2.555411535968892,10.4750486066105,69.41866493843163,5807,47355,1889490733,36,1100,2,0,3,0,0,2,2,0,0,0,0,1,0,0
1182,RxJava,FlowableObserveOn,29,103,767,37,25,0,1528,8176,118,14,78,1611,17,2.8603351955307263,11.417752948479205,76.29422718808193,7158,74092,195772223,41,1163,4,4,10,8,0,67,16,4,0,0,0,0,0,0
1183,RxJava,ObservableRepeatUntil,8,41,121,0,4,48,205,1479,13,5,9,161,13,4.521739130434782,16.857142857142858,98.88198757763975,1143,8373,-288154757,34,167,1,1,1,1,0,3,1,0,0,0,0,0,0,0
1184,RxJava,MergeInnerObserver,5,19,31,0,1,0,54,491,6,0,6,31,7,5.483870967741935,15.806451612903226,62.38709677419355,378,2470,39918845,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,RxJava,CrashDummy,11,37,111,82,1,0,214,1599,5,5,18,163,9,4.368098159509202,15.644171779141104,78.83435582822086,1310,13976,-522700311,28,165,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1186,RxJava,CompletableDoFinally,9,35,90,0,3,101,158,1333,14,6,8,116,12,4.491379310344827,16.594827586206897,96.45689655172414,961,7981,-284890306,25,132,1,1,0,0,0,2,0,0,0,0,0,0,0,0
1187,RxJava,IteratorConditionalSubscription,3,30,133,70,4,0,307,1478,20,3,8,316,14,2.882911392405063,11.965189873417721,77.21835443037975,1024,4858,43909355,34,192,4,4,3,0,0,15,2,0,0,0,0,0,0,0
1188,RxJava,MpscFillOnceSimpleQueue,10,30,93,13,3,0,193,1211,15,1,14,162,11,3.5864197530864197,12.38888888888889,63.69753086419753,1039,9385,109649470,32,150,0,0,2,0,0,5,0,1,0,0,0,0,0,0
1189,RxJava,PublishProcessor,22,79,409,354,19,6033,1434,10141,51,3,25,638,13,3.30564263322884,12.289968652037617,67.68808777429467,3469,31601,1178508420,45,600,0,0,8,1,0,22,5,2,1,0,0,0,0,0
1190,RxJava,FlowableToMapTest,33,68,843,566,63,0,1697,8868,203,0,17,1968,18,2.4715447154471546,10.848577235772357,82.88922764227642,7106,42336,-2022533685,27,1305,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1191,RxJava,CompletableTimerTest,2,19,38,0,6,0,71,492,11,0,2,84,12,2.5952380952380953,11.785714285714286,85.23809523809524,304,1394,41460,16,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1192,RxJava,OnCompleteSubscriber,4,15,28,0,0,0,40,292,4,0,4,23,6,5.608695652173913,15.695652173913043,57.78260869565217,246,1254,7402,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,RxJava,FutureSubscriberTest,23,74,366,155,33,0,762,4183,102,0,26,815,14,2.878527607361963,13.298159509202454,93.5558282208589,2985,17409,149577762,32,600,10,8,3,0,0,2,0,0,0,0,0,1,0,0
1194,RxJava,HasUpstreamObservableSource,1,4,7,0,0,258,39,333,0,0,0,0,5,0,0,0,41,163,139,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,RxJava,SlowObservable,4,38,76,17,5,0,149,1016,16,2,7,142,20,4.190140845070423,28.992957746478872,353.2887323943662,619,2779,3635204,31,120,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1196,RxJava,ConcatMapDelayed,8,68,215,44,5,0,439,2287,44,2,15,432,21,3.1435185185185186,16.064814814814813,160.99074074074073,1642,9400,-288511937,39,323,3,3,1,1,2,18,6,2,0,0,0,0,0,0
1197,RxJava,ObservableTimestampTest,9,53,237,0,42,0,424,2601,67,0,5,532,16,2.4793233082706765,11.092105263157896,86.62593984962406,1986,12812,-286274876,23,383,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,RxJava,FlowableGroupJoin,33,130,708,166,15,0,1210,8056,105,20,51,1068,18,3.613295880149813,12.472846441947565,70.66385767790263,7579,112379,-381777666,41,990,3,3,6,2,0,20,6,1,0,2,0,1,0,0
1199,RxJava,BehaviorSubscription,8,57,155,41,4,0,336,1956,23,2,16,322,17,3.341614906832298,15.22360248447205,121.47826086956522,1664,17884,-772309776,32,241,0,0,1,0,0,20,1,0,0,0,0,0,0,0
1200,RxJava,ObservableWindowTests,3,27,60,0,18,0,133,642,16,0,2,171,15,2.654970760233918,13.333333333333334,110.37426900584795,495,1925,42289,22,106,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,RxJava,ScheduledWorker,4,36,80,0,1,0,122,909,8,2,4,131,14,3.595419847328244,16.14503816793893,119.51908396946565,621,3353,40281058,30,114,1,1,0,0,0,3,1,0,0,0,0,0,0,0
1202,RxJava,PerfAsyncConsumer,8,35,68,0,3,124,140,917,10,1,7,81,12,5.012345679012346,18.59259259259259,111.23456790123457,831,8773,109646428,32,96,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1203,RxJava,FlowableRetryBiPredicate,8,45,145,0,6,48,258,1740,15,5,12,197,13,4.538071065989848,16.86294416243655,97.55329949238579,1381,10863,110010075,35,201,1,1,1,1,0,5,0,0,0,0,0,0,0,0
1204,RxJava,MaybeEmitter,7,25,79,0,0,2802,321,3049,0,0,7,0,5,0,0,0,275,1851,39917013,16,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,RxJava,MaybeDoOnEvent,9,35,141,0,0,122,235,1727,16,5,7,184,12,4.3478260869565215,16.108695652173914,88.73913043478261,1191,7927,2007821976,30,194,3,3,0,0,0,1,0,0,0,0,0,0,0,0
1206,RxJava,TakeUntilOtherMaybeObserver,5,22,40,0,1,0,64,560,4,1,5,30,7,7.166666666666667,20.233333333333334,76.36666666666666,460,3410,1932056068,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,RxJava,BlockingObservableLatest,8,52,129,20,1,192,251,1886,21,1,6,185,13,4.07027027027027,15.583783783783783,92.41621621621621,1049,6637,2007941389,32,179,1,1,0,0,0,5,0,1,0,0,0,0,0,0
1208,RxJava,FlowableFromArray,17,54,298,100,11,0,608,3122,23,4,33,580,15,3.418965517241379,14.88103448275862,105.87413793103448,2666,16156,-851235425,40,437,0,0,6,0,0,24,6,2,0,0,0,0,0,0
1209,RxJava,ObservableSkipUntil,12,36,178,0,3,0,256,1908,16,10,11,217,10,4.419354838709677,14.493087557603687,68.01382488479263,1581,10343,-1771731878,26,246,0,0,0,0,0,4,1,0,0,0,0,0,0,0
1210,RxJava,SortedTckTest,1,11,13,0,1,0,22,165,2,0,2,11,8,6.636363636363637,24.272727272727273,129.36363636363637,105,453,900,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,RxJava,FlowableNever,2,10,17,0,0,0,27,244,1,0,1,9,7,11.222222222222221,35.44444444444444,151.88888888888889,164,798,5942,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,RxJava,ObservableGroupByTest,162,240,2737,1342,191,215,5457,31106,581,0,102,6332,27,2.852337334175616,17.47520530638029,203.40319014529373,22776,234358,-1208591631,48,4113,6,6,2,0,0,17,9,0,0,0,0,1,0,0
1213,RxJava,FutureObserverTest,25,88,488,168,41,0,1017,5665,149,0,29,1082,16,2.831792975970425,13.290203327171904,98.42144177449168,3785,22021,-1194720254,33,791,17,8,4,0,0,2,0,0,0,0,0,1,0,0
1214,RxJava,GenerateTckTest,2,21,38,0,1,0,61,363,5,0,1,66,14,3.4242424242424243,19,175.6969696969697,277,1283,41424,19,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1215,RxJava,SingleDoOnSubscribe,6,31,96,0,0,89,156,1220,9,4,5,103,10,5.29126213592233,18.0873786407767,87.60194174757281,835,5043,518921914,28,124,1,1,0,0,0,2,0,0,0,0,0,0,0,0
1216,RxJava,SortedJoinSubscription,7,71,282,11,14,0,586,2762,47,7,26,606,21,3.014851485148515,14.130363036303631,128.5891089108911,2471,19273,866137741,43,447,1,1,6,2,0,23,3,1,0,0,0,0,0,0
1217,RxJava,ObservableSource,1,8,12,0,0,290,49,375,0,0,1,0,7,0,0,0,59,229,168,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,RxJava,SourceObserver,15,64,254,51,5,0,486,2927,39,8,24,432,16,3.650462962962963,14.085648148148149,92.2199074074074,2759,33501,762804131,37,381,2,2,1,1,0,15,0,1,0,0,0,0,0,0
1219,RxJava,TrackingWorker,3,17,21,0,0,0,33,266,3,0,3,17,6,6,16.11764705882353,57.1764705882353,195,1055,41338,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,RxJava,ConcatMaybeObserver,8,64,168,11,5,0,324,1938,28,6,14,307,17,3.469055374592834,14.817589576547231,113.71661237785017,1653,17311,-775941350,37,263,0,0,1,1,0,11,4,1,0,0,0,0,0,0
1221,RxJava,OnErrorNotImplementedExceptionTest,17,50,140,4,3,0,296,1947,47,0,17,232,9,3.7758620689655173,16.560344827586206,96.95689655172414,1332,11474,-2102129946,22,230,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1222,RxJava,TestSingleThreadedObservable,4,28,63,217,0,54,136,952,11,1,3,120,18,3.975,25.541666666666668,279.425,491,2263,3630647,32,95,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1223,RxJava,ObserveOnSingleObserver,7,29,84,0,1,0,129,1018,11,4,7,106,8,4.2075471698113205,12.773584905660377,53.339622641509436,951,10019,-2102129700,25,123,0,0,0,0,0,2,1,0,0,0,0,0,0,0
1224,RxJava,ForEachWhileSubscriber,7,37,107,0,1,0,188,1258,17,3,9,162,11,3.932098765432099,13.87037037037037,71.45061728395062,1067,9367,109645664,29,152,3,3,0,0,0,4,0,0,0,0,0,0,0,0
1225,RxJava,LimitTckTest,1,11,14,0,2,0,23,173,2,0,2,14,9,6,25,153.85714285714286,114,480,908,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,RxJava,TimeoutObserver,10,51,184,55,4,0,338,2314,35,4,13,294,10,3.4285714285714284,11.965986394557824,59.183673469387756,1702,16606,862825955,31,271,1,1,0,0,0,9,2,0,1,0,0,0,0,0
1227,RxJava,ParallelFilterTest,9,41,132,0,10,0,283,1604,53,0,9,290,17,3.462068965517241,23.20689655172414,234.60689655172413,910,3586,56699,24,221,2,0,2,0,0,0,0,0,0,0,0,1,0,0
1228,RxJava,DetachSingleObserver,6,20,72,0,0,0,116,828,6,3,5,110,9,3.727272727272727,12.527272727272727,58.27272727272727,632,4250,1278947960,25,108,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1229,RxJava,DematerializeSubscriber,7,27,86,0,0,0,166,966,19,3,8,123,11,4.024390243902439,14.886178861788618,81.14634146341463,787,5975,2004192643,22,124,0,0,0,0,0,7,2,0,0,0,0,0,0,0
1230,RxJava,SingleNullTests,142,235,1403,660,44,0,2960,18487,196,0,114,2679,17,3.6763717805151175,17.224710712952593,121.61142217245241,22410,1303572,483452060,44,2224,6,6,6,0,0,5,0,0,0,0,0,1,0,0
1231,RxJava,NonBlockingThread,0,1,1,0,0,109,9,143,0,0,0,0,2,0,0,0,9,27,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,RxJava,MaybeFlatMapCompletableTest,6,22,54,0,3,0,99,701,12,0,3,120,15,3.525,23.275,225.675,436,1970,15803,19,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,RxJava,SubscribeWithTest,8,33,58,0,28,0,131,796,12,5,8,107,10,3.953271028037383,16.925233644859812,105.05607476635514,833,6069,958051589,19,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,RxJava,ListCompositeDisposableTest,35,54,557,38,13,0,1020,5589,130,0,46,1226,15,2.7438825448613375,13.938009787928221,113.16150081566069,4340,27214,1030073322,30,828,2,2,11,0,0,0,0,0,0,0,0,1,0,0
1235,RxJava,FlatMapCompletableMainObserver,14,56,184,41,7,0,327,2363,37,7,18,282,13,3.7872340425531914,13.659574468085106,76.74468085106383,1976,21398,2116103723,31,279,1,1,0,0,0,8,3,1,0,0,0,0,0,0
1236,RxJava,TimedReplay,2,14,39,0,0,0,48,414,1,4,2,33,7,6.151515151515151,16.515151515151516,59.24242424242424,380,2278,39917995,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
